17	3.0	5.0	1.0	3.0	1.0	12.0	41.0	1.0	7.0	3.0	10.0	10.0	1.0	6.0	14.0	4.0	4.0	27.0	32.0	0.0	1.0	34.0	2.0	4.0	17.0	1.0	3.0	632.0	1.0	5.0	9.0	10.0	10.0	17.0	2.0	7.0	3.0	4.0	6.0	9.0	15.0	0.0	19.0	4.0	1.0	9.0	5.0	6.0	28.0	6.0	1.0	3.0	1.0	11.0	4.0	15.0	681.0	2.0	5.0	0.0	2.0	5.0	1.0	12.0	1.0	2.0	2.0	0.0	5.0	4.0	0.0	733.0	5.0	3.0	4.0	1.0	1.0	4.0	39.0	12.0	4.0	2.0	17.0	2.0	1.0	8.0	1.0	3.0	5.0	1.0	7.0	4.0	1.0	27.0	2.0	8.0	4.0	1.0	26.0	3.0	3.0	3.0	0.0	3.0	2.0	11.0	1.0	2.0	5.0	5.0	11.0	9.0	2.0	5.0	3.0	7.0	5.0	2.0	28.0	1.0	71.0	3.0	12.0	3.0	7.0	13.0	18.0	2.0	5.0	28.0	6.0	19.0	7.0	5.0	1.0	2.0	13.0	16.0	4.0	1.0	14.0	3.0	4.0	5.0	5.0	3.0	27.0	4.0	0.0	22.0	136.0	4.0	4.0	26.0	4.0	3.0	3.0	2.0	2.0	3.0	2.0	7.0	5.0	13.0	6.0	5.0	5.0	3.0	4.0	1.0	14.0	3.0	5.0	1.0	2.0	1.0	8.0	3.0	2.0	3.0	13.0	14.0	1.0	1.0	3.0	18.0	1.0	3.0	1.0	1.0	2.0	2.0	14.0	11.0	7.0	6.0	4.0	47.0	8.0	2.0
18	2.0	1.0	0.0	3.0	669.0	5.0	3.0	34.0	14.0	4.0	388.0	10.0	1.0	1.0	4.0	5.0	5.0	3.0	2.0	2.0	17.0	5.0	45.0	531.0	5.0	7.0	40.0	19.0	0.0	0.0	5.0	6.0	1.0	4.0	2.0	29.0	3.0	0.0	4.0	3.0	5.0	9.0	15.0	4.0	4.0	17.0	2.0	11.0	11.0	5.0	8.0	6.0	1.0	4.0	9.0	9.0	1.0	8.0	4.0	5.0	3.0	1.0	0.0	62.0	17.0	3.0	5.0	1.0	6.0	20.0	5.0	5.0	13.0	4.0	27.0	0.0	1.0	9.0	4.0	8.0	4.0	824.0	2.0	3.0	4.0	28.0	6.0	1.0	2.0	7.0	4.0	40.0	1.0	2.0	8.0	60.0	5.0	10.0	12.0	5.0	3.0	6.0	2.0	9.0	8.0	17.0	14.0	2.0	1.0	7.0	21.0	32.0	18.0	79.0	2.0	3.0	10.0	4.0	3.0	8.0	3.0	3.0	4.0	728.0	4.0	1.0	2.0	2.0	1.0	23.0	5.0	8.0	10.0	6.0	2.0	2.0	1.0	8.0	7.0	2.0	5.0	7.0	6.0	9.0	12.0	0.0	58.0	1.0	1.0	38.0	15.0	6.0	33.0	6.0	2.0	3.0	12.0	2.0	2.0	5.0	4.0	9.0	1.0	3.0	5.0	5.0	1.0	2.0	53.0	0.0	2.0	14.0	1.0	0.0	1.0	9.0	7.0	3.0	3.0	34.0	13.0	2.0	1.0	2.0	1.0	16.0	1.0	1.0	3.0	0.0	3.0	0.0	64.0	2.0	0.0	8.0	1.0	14.0	2.0	11.0
19	1.0	5.0	2.0	5.0	4.0	6.0	7.0	6.0	22.0	7.0	7.0	403.0	0.0	5.0	6.0	2.0	3.0	14.0	6.0	0.0	1.0	4.0	45.0	5.0	5.0	4.0	7.0	632.0	36.0	1.0	18.0	2.0	1.0	10.0	4.0	1.0	5.0	1.0	8.0	5.0	6.0	5.0	4.0	3.0	7.0	11.0	5.0	12.0	41.0	8.0	1.0	3.0	1.0	9.0	4.0	3.0	3.0	7.0	21.0	2.0	5.0	5.0	0.0	1.0	18.0	0.0	2.0	2.0	13.0	20.0	4.0	0.0	0.0	8.0	2.0	4.0	1.0	4.0	2.0	28.0	3.0	7.0	5.0	4.0	1.0	2.0	12.0	3.0	576.0	4.0	1.0	3.0	1.0	5.0	1.0	7.0	1.0	10.0	16.0	4.0	66.0	2.0	11.0	6.0	14.0	3.0	5.0	9.0	3.0	18.0	11.0	2.0	6.0	0.0	5.0	8.0	2.0	0.0	6.0	8.0	9.0	15.0	5.0	10.0	54.0	3.0	3.0	3.0	30.0	4.0	18.0	2.0	21.0	2.0	0.0	9.0	33.0	4.0	9.0	7.0	146.0	3.0	0.0	4.0	6.0	1.0	2.0	10.0	5.0	17.0	25.0	2.0	33.0	2.0	2.0	3.0	2.0	3.0	2.0	3.0	0.0	7.0	18.0	13.0	2.0	1.0	1.0	2.0	16.0	1.0	2.0	4.0	1.0	1.0	10.0	2.0	7.0	1.0	2.0	3.0	8.0	1.0	3.0	0.0	2.0	5.0	5.0	2.0	9.0	2.0	18.0	7.0	9.0	24.0	0.0	8.0	1.0	3.0	4.0	6.0
2	1.0	4.0	2.0	1.0	3.0	3.0	9.0	1.0	6.0	6.0	26.0	8.0	11.0	3.0	12.0	7.0	5.0	11.0	6.0	0.0	17.0	4.0	4.0	3.0	1.0	1.0	3.0	4.0	36.0	5.0	12.0	762.0	3.0	17.0	3.0	6.0	4.0	1.0	2.0	6.0	9.0	1.0	20.0	720.0	3.0	811.0	8.0	9.0	9.0	3.0	4.0	1.0	8.0	16.0	0.0	15.0	4.0	1.0	33.0	0.0	6.0	7.0	0.0	16.0	10.0	1.0	6.0	0.0	9.0	17.0	8.0	16.0	2.0	5.0	4.0	9.0	2.0	14.0	9.0	2.0	2.0	16.0	1.0	11.0	8.0	6.0	2.0	3.0	3.0	12.0	2.0	3.0	1.0	8.0	3.0	6.0	6.0	2.0	19.0	14.0	12.0	3.0	2.0	10.0	1.0	2.0	16.0	5.0	1.0	450.0	4.0	2.0	13.0	11.0	23.0	2.0	17.0	2.0	1.0	14.0	40.0	3.0	4.0	8.0	22.0	2.0	3.0	8.0	0.0	28.0	2.0	2.0	2.0	16.0	2.0	1.0	15.0	7.0	7.0	3.0	24.0	28.0	1.0	21.0	1.0	2.0	4.0	5.0	1.0	14.0	12.0	3.0	1.0	6.0	2.0	17.0	3.0	2.0	21.0	6.0	3.0	10.0	10.0	4.0	4.0	27.0	2.0	1.0	20.0	0.0	5.0	3.0	6.0	0.0	4.0	1.0	2.0	3.0	7.0	6.0	10.0	2.0	4.0	1.0	5.0	2.0	4.0	0.0	2.0	5.0	1.0	1.0	1.0	14.0	1.0	6.0	1.0	10.0	8.0	4.0
20	4.0	3.0	2.0	10.0	1.0	17.0	8.0	0.0	4.0	1.0	13.0	2.0	3.0	5.0	28.0	0.0	4.0	6.0	9.0	2.0	0.0	24.0	6.0	5.0	3.0	1.0	16.0	1.0	7.0	1.0	7.0	32.0	1.0	2.0	2.0	1.0	8.0	4.0	24.0	783.0	1.0	0.0	7.0	1.0	2.0	6.0	7.0	224.0	10.0	13.0	1.0	3.0	5.0	8.0	3.0	3.0	17.0	6.0	14.0	1.0	17.0	11.0	0.0	11.0	18.0	3.0	3.0	2.0	8.0	5.0	2.0	1.0	1.0	20.0	35.0	1.0	2.0	12.0	32.0	8.0	2.0	1.0	4.0	8.0	1.0	17.0	5.0	6.0	3.0	48.0	5.0	4.0	1.0	18.0	4.0	30.0	14.0	16.0	3.0	5.0	23.0	2.0	2.0	8.0	26.0	1.0	5.0	9.0	2.0	33.0	2.0	8.0	9.0	15.0	3.0	4.0	5.0	0.0	9.0	1.0	5.0	15.0	14.0	2.0	4.0	4.0	5.0	11.0	7.0	3.0	5.0	2.0	7.0	3.0	0.0	1.0	5.0	7.0	7.0	1.0	3.0	16.0	0.0	14.0	2.0	0.0	2.0	4.0	1.0	50.0	11.0	15.0	5.0	4.0	7.0	7.0	2.0	7.0	2.0	8.0	2.0	5.0	24.0	4.0	6.0	2.0	2.0	1.0	4.0	0.0	32.0	6.0	4.0	0.0	5.0	1.0	49.0	16.0	12.0	1.0	472.0	2.0	1.0	1.0	2.0	2.0	19.0	0.0	3.0	1.0	1.0	6.0	3.0	5.0	1.0	4.0	6.0	3.0	35.0	8.0
21	1.0	4.0	3.0	29.0	3.0	9.0	7.0	2.0	2.0	3.0	1.0	3.0	2.0	5.0	5.0	6.0	2.0	6.0	10.0	2.0	1.0	6.0	4.0	24.0	2.0	2.0	7.0	15.0	1.0	0.0	3.0	2.0	2.0	5.0	2.0	10.0	2.0	1.0	2.0	5.0	13.0	1.0	20.0	20.0	4.0	811.0	0.0	1.0	8.0	3.0	3.0	3.0	673.0	15.0	5.0	32.0	34.0	14.0	10.0	1.0	11.0	11.0	1.0	7.0	6.0	2.0	1.0	0.0	4.0	30.0	4.0	3.0	0.0	8.0	3.0	1.0	1.0	14.0	1.0	20.0	6.0	1.0	0.0	6.0	6.0	3.0	6.0	7.0	5.0	9.0	3.0	7.0	3.0	17.0	17.0	21.0	1.0	10.0	9.0	6.0	5.0	6.0	1.0	4.0	10.0	10.0	13.0	4.0	1.0	5.0	3.0	3.0	5.0	35.0	1.0	7.0	17.0	12.0	12.0	1.0	17.0	30.0	1.0	728.0	10.0	12.0	8.0	2.0	3.0	39.0	18.0	20.0	3.0	3.0	1.0	3.0	7.0	1.0	7.0	1.0	1.0	27.0	3.0	29.0	0.0	2.0	17.0	3.0	1.0	5.0	15.0	10.0	4.0	21.0	0.0	2.0	2.0	3.0	0.0	35.0	2.0	38.0	10.0	559.0	17.0	2.0	1.0	3.0	5.0	0.0	5.0	26.0	2.0	6.0	4.0	5.0	7.0	1.0	3.0	1.0	10.0	2.0	1.0	1.0	3.0	16.0	38.0	1.0	6.0	3.0	0.0	3.0	7.0	5.0	3.0	10.0	0.0	7.0	2.0	2.0
22	4.0	38.0	1.0	3.0	6.0	3.0	13.0	1.0	4.0	6.0	4.0	13.0	2.0	13.0	10.0	10.0	3.0	1.0	6.0	1.0	3.0	3.0	29.0	5.0	5.0	11.0	3.0	3.0	36.0	1.0	10.0	2.0	6.0	22.0	2.0	10.0	2.0	0.0	16.0	4.0	2.0	1.0	4.0	1.0	12.0	4.0	5.0	2.0	11.0	6.0	2.0	2.0	2.0	1.0	3.0	7.0	1.0	12.0	7.0	0.0	8.0	3.0	1.0	74.0	16.0	1.0	2.0	3.0	7.0	8.0	9.0	18.0	0.0	18.0	15.0	1.0	1.0	18.0	24.0	20.0	1.0	5.0	8.0	5.0	7.0	7.0	2.0	34.0	5.0	48.0	3.0	18.0	4.0	5.0	1.0	7.0	1.0	10.0	7.0	10.0	6.0	3.0	0.0	5.0	2.0	6.0	7.0	3.0	5.0	5.0	6.0	10.0	23.0	7.0	2.0	2.0	12.0	4.0	7.0	12.0	8.0	13.0	5.0	32.0	4.0	14.0	4.0	1.0	2.0	12.0	6.0	5.0	5.0	6.0	0.0	10.0	6.0	5.0	7.0	5.0	32.0	7.0	1.0	9.0	1.0	2.0	14.0	26.0	3.0	4.0	3.0	676.0	4.0	492.0	1.0	2.0	9.0	6.0	4.0	7.0	3.0	474.0	2.0	2.0	6.0	4.0	1.0	1.0	7.0	0.0	2.0	4.0	4.0	0.0	3.0	1.0	77.0	0.0	13.0	3.0	8.0	15.0	4.0	4.0	36.0	12.0	18.0	1.0	6.0	2.0	7.0	3.0	2.0	9.0	1.0	2.0	2.0	3.0	13.0	0.0
23	1.0	1.0	1.0	628.0	4.0	418.0	4.0	5.0	28.0	6.0	1.0	5.0	1.0	5.0	12.0	3.0	2.0	6.0	4.0	1.0	1.0	8.0	14.0	2.0	1.0	11.0	5.0	1.0	1.0	41.0	3.0	1.0	5.0	2.0	11.0	1.0	14.0	0.0	2.0	2.0	2.0	1.0	11.0	2.0	6.0	1.0	3.0	5.0	18.0	4.0	2.0	8.0	5.0	24.0	3.0	9.0	9.0	4.0	9.0	2.0	3.0	7.0	5.0	2.0	36.0	2.0	2.0	3.0	3.0	4.0	1.0	5.0	1.0	29.0	3.0	4.0	0.0	406.0	3.0	39.0	6.0	1.0	0.0	4.0	6.0	16.0	1.0	3.0	6.0	10.0	2.0	8.0	1.0	12.0	17.0	7.0	1.0	11.0	106.0	2.0	30.0	2.0	2.0	2.0	6.0	8.0	15.0	748.0	2.0	5.0	7.0	15.0	55.0	110.0	2.0	5.0	24.0	3.0	3.0	1.0	8.0	11.0	6.0	2.0	4.0	2.0	6.0	3.0	1.0	15.0	12.0	2.0	4.0	5.0	2.0	1.0	30.0	6.0	1.0	4.0	55.0	16.0	2.0	38.0	10.0	0.0	35.0	5.0	7.0	15.0	12.0	26.0	4.0	12.0	1.0	3.0	3.0	3.0	11.0	17.0	2.0	2.0	2.0	8.0	3.0	5.0	1.0	2.0	20.0	1.0	15.0	2.0	4.0	0.0	2.0	3.0	7.0	8.0	2.0	9.0	2.0	2.0	4.0	0.0	36.0	5.0	1.0	2.0	9.0	1.0	26.0	3.0	14.0	2.0	0.0	4.0	3.0	7.0	4.0	2.0
24	3.0	14.0	8.0	4.0	2.0	12.0	9.0	4.0	16.0	2.0	12.0	10.0	840.0	5.0	4.0	1.0	5.0	7.0	36.0	0.0	2.0	10.0	6.0	1.0	4.0	2.0	3.0	1.0	6.0	0.0	32.0	3.0	1.0	5.0	5.0	3.0	8.0	0.0	493.0	3.0	7.0	1.0	14.0	6.0	4.0	9.0	3.0	18.0	112.0	1.0	26.0	2.0	2.0	1.0	5.0	12.0	1.0	4.0	9.0	3.0	7.0	2.0	0.0	13.0	20.0	2.0	6.0	1.0	3.0	15.0	2.0	4.0	4.0	1.0	2.0	3.0	1.0	1.0	9.0	24.0	1.0	1.0	14.0	13.0	4.0	3.0	1.0	5.0	2.0	2.0	3.0	4.0	1.0	7.0	2.0	10.0	5.0	16.0	26.0	5.0	19.0	6.0	2.0	4.0	15.0	6.0	4.0	1.0	8.0	4.0	5.0	5.0	10.0	9.0	4.0	7.0	1.0	2.0	12.0	1.0	5.0	7.0	11.0	3.0	5.0	16.0	10.0	1.0	1.0	16.0	2.0	3.0	10.0	10.0	1.0	1.0	30.0	5.0	2.0	2.0	9.0	41.0	1.0	4.0	1.0	3.0	3.0	2.0	1.0	3.0	7.0	16.0	2.0	12.0	5.0	1.0	4.0	7.0	9.0	2.0	2.0	4.0	24.0	14.0	9.0	19.0	5.0	1.0	2.0	0.0	15.0	3.0	507.0	0.0	6.0	9.0	5.0	0.0	13.0	8.0	18.0	737.0	1.0	1.0	2.0	12.0	10.0	0.0	1.0	1.0	25.0	1.0	12.0	11.0	3.0	38.0	22.0	7.0	4.0	2.0
25	4.0	14.0	4.0	7.0	5.0	2.0	49.0	34.0	453.0	3.0	1.0	5.0	2.0	33.0	7.0	0.0	7.0	1.0	2.0	2.0	1.0	8.0	6.0	5.0	1.0	2.0	4.0	20.0	1.0	0.0	5.0	2.0	1.0	2.0	15.0	3.0	2.0	1.0	34.0	4.0	4.0	2.0	2.0	5.0	7.0	1.0	2.0	8.0	20.0	4.0	11.0	16.0	7.0	24.0	5.0	103.0	2.0	6.0	9.0	2.0	8.0	2.0	4.0	79.0	1.0	2.0	825.0	2.0	7.0	20.0	1.0	9.0	0.0	14.0	21.0	2.0	1.0	1.0	15.0	2.0	2.0	6.0	4.0	26.0	8.0	10.0	4.0	4.0	5.0	15.0	6.0	1.0	8.0	2.0	16.0	4.0	1.0	13.0	11.0	4.0	23.0	10.0	1.0	5.0	64.0	6.0	2.0	1.0	2.0	18.0	5.0	4.0	3.0	1.0	1.0	2.0	28.0	2.0	3.0	1.0	7.0	2.0	3.0	728.0	7.0	1.0	4.0	8.0	1.0	30.0	5.0	4.0	10.0	2.0	0.0	6.0	2.0	7.0	1.0	5.0	18.0	53.0	2.0	18.0	0.0	2.0	9.0	5.0	1.0	7.0	12.0	4.0	2.0	4.0	1.0	8.0	2.0	2.0	21.0	2.0	1.0	4.0	1.0	10.0	3.0	5.0	2.0	0.0	4.0	2.0	9.0	3.0	3.0	1.0	2.0	2.0	4.0	4.0	6.0	9.0	2.0	0.0	3.0	1.0	1.0	2.0	4.0	2.0	1.0	1.0	5.0	856.0	10.0	14.0	1.0	15.0	6.0	3.0	8.0	0.0
26	2.0	3.0	798.0	628.0	1.0	19.0	9.0	4.0	6.0	790.0	10.0	63.0	3.0	25.0	4.0	5.0	4.0	10.0	9.0	2.0	0.0	7.0	1.0	5.0	4.0	1.0	5.0	2.0	7.0	1.0	7.0	4.0	4.0	5.0	640.0	3.0	1.0	0.0	9.0	3.0	10.0	1.0	5.0	3.0	3.0	7.0	2.0	6.0	80.0	1.0	2.0	5.0	2.0	21.0	8.0	10.0	3.0	1.0	4.0	0.0	2.0	7.0	0.0	12.0	6.0	0.0	0.0	14.0	10.0	10.0	1.0	4.0	1.0	18.0	19.0	3.0	2.0	1.0	8.0	9.0	2.0	2.0	3.0	1.0	7.0	16.0	0.0	2.0	16.0	4.0	12.0	4.0	1.0	2.0	1.0	30.0	6.0	1.0	2.0	5.0	4.0	3.0	2.0	2.0	6.0	20.0	9.0	18.0	1.0	6.0	5.0	6.0	18.0	21.0	2.0	2.0	34.0	0.0	2.0	1.0	2.0	7.0	5.0	4.0	5.0	6.0	2.0	12.0	15.0	4.0	5.0	9.0	6.0	19.0	1.0	7.0	7.0	4.0	6.0	1.0	3.0	5.0	2.0	14.0	5.0	3.0	2.0	26.0	1.0	15.0	9.0	3.0	4.0	4.0	7.0	17.0	9.0	2.0	12.0	17.0	2.0	7.0	4.0	559.0	4.0	1.0	2.0	4.0	20.0	0.0	17.0	9.0	3.0	6.0	2.0	1.0	2.0	1.0	9.0	6.0	7.0	3.0	3.0	0.0	4.0	12.0	3.0	2.0	4.0	7.0	7.0	2.0	12.0	10.0	3.0	3.0	4.0	11.0	2.0	5.0
27	1.0	2.0	3.0	10.0	5.0	3.0	6.0	0.0	6.0	1.0	2.0	60.0	6.0	6.0	5.0	3.0	3.0	6.0	4.0	0.0	1.0	4.0	3.0	5.0	1.0	2.0	8.0	1.0	5.0	5.0	11.0	2.0	1.0	17.0	7.0	5.0	1.0	0.0	10.0	8.0	9.0	5.0	12.0	11.0	7.0	1.0	3.0	6.0	20.0	12.0	4.0	16.0	3.0	16.0	4.0	7.0	6.0	22.0	14.0	1.0	1.0	4.0	1.0	7.0	22.0	2.0	825.0	1.0	1.0	2.0	8.0	18.0	5.0	0.0	33.0	1.0	1.0	5.0	4.0	60.0	3.0	1.0	2.0	15.0	7.0	10.0	3.0	5.0	2.0	3.0	7.0	3.0	13.0	2.0	31.0	145.0	2.0	4.0	11.0	17.0	2.0	1.0	0.0	5.0	1.0	7.0	14.0	4.0	5.0	6.0	6.0	9.0	10.0	4.0	4.0	1.0	8.0	4.0	6.0	2.0	34.0	1.0	3.0	728.0	10.0	1.0	1.0	3.0	2.0	35.0	16.0	2.0	5.0	1.0	1.0	773.0	7.0	56.0	29.0	2.0	3.0	16.0	5.0	433.0	1.0	23.0	3.0	2.0	0.0	11.0	225.0	12.0	4.0	9.0	1.0	6.0	17.0	7.0	6.0	5.0	21.0	9.0	10.0	1.0	4.0	3.0	1.0	1.0	4.0	0.0	5.0	3.0	61.0	0.0	6.0	2.0	36.0	5.0	27.0	34.0	8.0	10.0	1.0	2.0	6.0	5.0	5.0	1.0	9.0	2.0	1.0	3.0	2.0	3.0	0.0	2.0	2.0	0.0	4.0	2.0
28	6.0	9.0	4.0	14.0	3.0	14.0	36.0	2.0	2.0	1.0	14.0	15.0	2.0	7.0	18.0	10.0	1.0	27.0	6.0	1.0	3.0	5.0	18.0	5.0	56.0	5.0	11.0	632.0	4.0	0.0	10.0	7.0	1.0	8.0	2.0	7.0	13.0	1.0	13.0	9.0	4.0	0.0	4.0	9.0	3.0	3.0	7.0	6.0	46.0	19.0	8.0	0.0	2.0	2.0	13.0	8.0	2.0	8.0	9.0	5.0	3.0	3.0	2.0	16.0	3.0	2.0	4.0	5.0	1.0	1.0	1.0	5.0	0.0	5.0	4.0	4.0	2.0	2.0	39.0	31.0	2.0	7.0	3.0	19.0	4.0	27.0	9.0	2.0	9.0	3.0	5.0	23.0	1.0	12.0	24.0	20.0	5.0	11.0	10.0	14.0	23.0	3.0	2.0	4.0	28.0	8.0	4.0	3.0	2.0	5.0	11.0	8.0	8.0	6.0	2.0	4.0	28.0	1.0	5.0	15.0	10.0	34.0	1.0	3.0	4.0	3.0	6.0	14.0	2.0	3.0	3.0	3.0	6.0	2.0	0.0	9.0	51.0	15.0	51.0	1.0	4.0	3.0	3.0	4.0	2.0	6.0	1.0	4.0	1.0	11.0	26.0	3.0	7.0	13.0	1.0	9.0	6.0	5.0	1.0	8.0	3.0	2.0	4.0	2.0	1.0	9.0	4.0	1.0	20.0	7.0	3.0	9.0	20.0	2.0	4.0	1.0	18.0	2.0	3.0	20.0	36.0	2.0	3.0	0.0	2.0	2.0	8.0	5.0	1.0	4.0	2.0	2.0	2.0	10.0	2.0	4.0	0.0	1.0	3.0	2.0
29	0.0	1.0	2.0	34.0	11.0	2.0	9.0	7.0	4.0	6.0	4.0	1.0	3.0	2.0	9.0	10.0	5.0	4.0	84.0	0.0	2.0	1.0	14.0	5.0	3.0	11.0	6.0	10.0	8.0	1.0	33.0	2.0	11.0	27.0	11.0	3.0	3.0	1.0	8.0	5.0	9.0	8.0	5.0	4.0	2.0	3.0	2.0	6.0	8.0	8.0	833.0	1.0	3.0	4.0	5.0	21.0	7.0	7.0	10.0	0.0	1.0	28.0	5.0	3.0	8.0	1.0	5.0	1.0	2.0	9.0	3.0	2.0	0.0	11.0	16.0	3.0	5.0	8.0	4.0	3.0	1.0	10.0	1.0	7.0	6.0	3.0	2.0	12.0	9.0	5.0	5.0	7.0	1.0	8.0	2.0	12.0	27.0	2.0	5.0	14.0	2.0	10.0	0.0	12.0	15.0	3.0	2.0	9.0	1.0	31.0	7.0	18.0	4.0	70.0	3.0	5.0	49.0	0.0	6.0	1.0	2.0	30.0	1.0	1.0	19.0	2.0	36.0	1.0	1.0	23.0	8.0	1.0	5.0	31.0	3.0	8.0	6.0	25.0	490.0	2.0	1.0	2.0	0.0	21.0	1.0	0.0	9.0	9.0	942.0	11.0	23.0	1.0	13.0	5.0	12.0	14.0	9.0	3.0	2.0	6.0	2.0	6.0	2.0	8.0	22.0	4.0	2.0	3.0	2.0	0.0	6.0	1.0	11.0	1.0	1.0	1.0	49.0	3.0	2.0	9.0	3.0	5.0	3.0	0.0	10.0	4.0	18.0	1.0	1.0	855.0	0.0	0.0	11.0	21.0	1.0	18.0	1.0	5.0	14.0	2.0
3	1.0	2.0	2.0	0.0	10.0	11.0	7.0	2.0	6.0	2.0	11.0	44.0	10.0	685.0	16.0	5.0	5.0	106.0	6.0	1.0	2.0	6.0	4.0	1.0	4.0	2.0	7.0	4.0	2.0	4.0	7.0	20.0	10.0	4.0	8.0	15.0	2.0	0.0	9.0	4.0	5.0	4.0	19.0	0.0	1.0	6.0	2.0	45.0	20.0	2.0	1.0	11.0	4.0	10.0	0.0	32.0	3.0	4.0	7.0	2.0	2.0	3.0	9.0	26.0	1.0	5.0	6.0	2.0	3.0	1.0	1.0	6.0	1.0	0.0	8.0	1.0	1.0	7.0	13.0	5.0	22.0	6.0	2.0	4.0	11.0	5.0	1.0	14.0	5.0	8.0	12.0	10.0	1.0	8.0	2.0	6.0	2.0	6.0	12.0	9.0	7.0	2.0	1.0	6.0	10.0	6.0	5.0	9.0	3.0	17.0	536.0	8.0	5.0	1.0	8.0	7.0	3.0	2.0	9.0	9.0	17.0	1.0	4.0	8.0	10.0	6.0	19.0	2.0	0.0	38.0	3.0	8.0	1.0	1.0	1.0	3.0	452.0	15.0	11.0	4.0	2.0	1.0	4.0	4.0	2.0	4.0	14.0	4.0	1.0	15.0	225.0	1.0	4.0	4.0	4.0	7.0	5.0	1.0	2.0	7.0	9.0	14.0	3.0	6.0	22.0	19.0	1.0	1.0	20.0	0.0	14.0	18.0	39.0	0.0	6.0	6.0	12.0	9.0	24.0	6.0	472.0	5.0	1.0	3.0	10.0	6.0	8.0	0.0	3.0	3.0	3.0	24.0	8.0	5.0	1.0	2.0	1.0	13.0	6.0	0.0
30	1.0	1.0	3.0	0.0	16.0	17.0	7.0	3.0	4.0	2.0	18.0	3.0	840.0	685.0	14.0	5.0	2.0	4.0	3.0	0.0	1.0	26.0	6.0	1.0	1.0	7.0	4.0	6.0	2.0	3.0	10.0	2.0	1.0	3.0	3.0	3.0	1.0	2.0	53.0	1.0	6.0	20.0	7.0	1.0	7.0	10.0	6.0	9.0	8.0	3.0	2.0	7.0	1.0	7.0	4.0	7.0	2.0	4.0	11.0	0.0	8.0	33.0	5.0	28.0	13.0	4.0	2.0	7.0	16.0	4.0	5.0	5.0	1.0	8.0	7.0	13.0	1.0	1.0	5.0	3.0	2.0	3.0	3.0	8.0	8.0	7.0	1.0	3.0	3.0	10.0	7.0	7.0	0.0	18.0	8.0	7.0	2.0	56.0	40.0	22.0	4.0	3.0	0.0	3.0	64.0	1.0	2.0	11.0	1.0	18.0	1.0	1.0	26.0	23.0	23.0	3.0	41.0	2.0	11.0	2.0	13.0	5.0	3.0	7.0	19.0	2.0	13.0	1.0	4.0	178.0	16.0	8.0	6.0	3.0	0.0	1.0	5.0	9.0	27.0	1.0	9.0	8.0	8.0	24.0	0.0	841.0	4.0	5.0	1.0	27.0	19.0	1.0	33.0	11.0	0.0	14.0	8.0	5.0	3.0	24.0	6.0	30.0	2.0	2.0	8.0	2.0	1.0	2.0	5.0	0.0	0.0	4.0	3.0	4.0	3.0	7.0	5.0	818.0	9.0	4.0	6.0	0.0	9.0	1.0	2.0	2.0	8.0	3.0	3.0	1.0	13.0	24.0	14.0	7.0	1.0	2.0	4.0	7.0	4.0	2.0
31	3.0	4.0	1.0	628.0	3.0	5.0	380.0	731.0	4.0	1.0	3.0	10.0	5.0	6.0	2.0	1.0	11.0	6.0	11.0	0.0	7.0	7.0	14.0	3.0	26.0	3.0	2.0	2.0	5.0	1.0	25.0	2.0	3.0	2.0	1.0	1.0	4.0	0.0	0.0	3.0	2.0	4.0	256.0	7.0	3.0	7.0	4.0	41.0	2.0	6.0	7.0	2.0	9.0	5.0	6.0	11.0	6.0	3.0	3.0	0.0	5.0	548.0	1.0	2.0	5.0	4.0	1.0	0.0	3.0	5.0	5.0	2.0	0.0	2.0	4.0	1.0	5.0	6.0	11.0	4.0	2.0	9.0	4.0	5.0	8.0	7.0	3.0	2.0	3.0	10.0	6.0	4.0	1.0	30.0	4.0	21.0	3.0	7.0	40.0	7.0	11.0	6.0	1.0	4.0	85.0	4.0	4.0	2.0	2.0	4.0	4.0	18.0	10.0	15.0	2.0	7.0	52.0	2.0	7.0	4.0	17.0	3.0	3.0	6.0	9.0	2.0	3.0	5.0	4.0	6.0	11.0	4.0	5.0	3.0	1.0	1.0	6.0	16.0	8.0	1.0	8.0	56.0	1.0	8.0	1.0	2.0	27.0	7.0	0.0	17.0	1.0	6.0	4.0	4.0	2.0	6.0	2.0	2.0	3.0	2.0	3.0	10.0	5.0	16.0	7.0	3.0	836.0	7.0	9.0	0.0	7.0	37.0	48.0	0.0	3.0	1.0	2.0	1.0	9.0	8.0	11.0	4.0	2.0	0.0	2.0	12.0	4.0	3.0	15.0	1.0	2.0	2.0	8.0	9.0	1.0	4.0	4.0	3.0	7.0	2.0
